,Service_provider,technology,Download_Upload,Data_Speed(Kbps),signal_strength,Service_Area
1113,IDEA,4G,upload,1540,-51.0,Bihar
1114,JIO,4G,upload,50,-51.0,Bihar
1115,JIO,4G,upload,59,-51.0,Bihar
1116,IDEA,4G,upload,3647,-51.0,Bihar
1117,IDEA,4G,upload,4419,-51.0,Bihar
1118,JIO,4G,upload,2996,-51.0,Bihar
1119,JIO,4G,download,786,,UP East
1120,JIO,4G,download,20934,-106.0,UP East
1121,JIO,4G,download,17345,-101.0,UP East
1122,JIO,4G,upload,78,,UP East
1123,JIO,4G,upload,1899,-106.0,UP East
1124,JIO,4G,upload,573,-101.0,UP East
1125,CELLONE,4G,download,537,-109.0,Tamil Nadu
1126,CELLONE,4G,download,3451,-95.0,Tamil Nadu
1127,CELLONE,4G,download,12354,-63.0,Tamil Nadu
1128,CELLONE,4G,download,5331,-97.0,Tamil Nadu
1129,CELLONE,4G,download,4031,-95.0,Tamil Nadu
1130,CELLONE,4G,download,6477,-91.0,Tamil Nadu
1131,CELLONE,4G,download,3614,,Tamil Nadu
1132,CELLONE,4G,download,4194,-111.0,Tamil Nadu
1133,CELLONE,4G,download,5452,-109.0,Tamil Nadu
1134,CELLONE,4G,upload,206,-109.0,Tamil Nadu
1135,CELLONE,4G,upload,4995,-95.0,Tamil Nadu
1136,CELLONE,4G,upload,3153,-65.0,Tamil Nadu
1137,CELLONE,4G,upload,3433,-95.0,Tamil Nadu
1138,CELLONE,4G,upload,3710,-97.0,Tamil Nadu
1139,CELLONE,4G,upload,3318,-97.0,Tamil Nadu
1140,CELLONE,4G,upload,857,,Tamil Nadu
1141,CELLONE,4G,upload,1867,-111.0,Tamil Nadu
1142,CELLONE,4G,upload,638,-109.0,Tamil Nadu
1143,JIO,4G,download,1944,,Madhya Pradesh
1144,JIO,4G,download,1998,-63.0,Madhya Pradesh
1145,JIO,4G,download,1338,-61.0,Madhya Pradesh
1146,JIO,4G,download,1926,-63.0,Madhya Pradesh
1147,JIO,4G,download,942,,Madhya Pradesh
1148,JIO,4G,download,1514,-67.0,Madhya Pradesh
1149,IDEA,4G,download,279,-71.0,Madhya Pradesh
1150,IDEA,4G,download,2945,-65.0,Madhya Pradesh
1151,IDEA,4G,download,863,-65.0,Madhya Pradesh
1152,IDEA,4G,download,531,-67.0,Madhya Pradesh
1153,IDEA,4G,download,4521,-65.0,Madhya Pradesh
1154,IDEA,4G,download,1323,-67.0,Madhya Pradesh
1155,IDEA,4G,download,4713,-75.0,Madhya Pradesh
1156,IDEA,4G,download,8043,-67.0,Madhya Pradesh
1157,IDEA,4G,download,7800,-65.0,Madhya Pradesh
1158,IDEA,4G,download,2697,-69.0,Madhya Pradesh
1159,IDEA,4G,download,5632,-65.0,Madhya Pradesh
1160,IDEA,4G,download,4530,-67.0,Madhya Pradesh
1161,IDEA,4G,download,5782,-65.0,Madhya Pradesh
1162,IDEA,4G,download,5640,-65.0,Madhya Pradesh
1163,IDEA,4G,download,3105,-67.0,Madhya Pradesh
1164,IDEA,4G,download,2140,-63.0,Madhya Pradesh
1165,IDEA,4G,download,2549,,Madhya Pradesh
1166,IDEA,4G,download,1514,-63.0,Madhya Pradesh
1167,IDEA,4G,download,2102,-61.0,Madhya Pradesh
1168,IDEA,4G,download,1733,-63.0,Madhya Pradesh
1169,JIO,4G,download,977,-59.0,Madhya Pradesh
1170,JIO,4G,download,6476,-65.0,Madhya Pradesh
1171,IDEA,4G,download,8703,-67.0,Madhya Pradesh
1172,IDEA,4G,download,10469,-67.0,Madhya Pradesh
1173,IDEA,4G,download,3206,-65.0,Madhya Pradesh
1174,IDEA,4G,download,5068,-69.0,Madhya Pradesh
1175,IDEA,4G,download,2008,-63.0,Madhya Pradesh
1176,IDEA,4G,download,2208,-63.0,Madhya Pradesh
1177,IDEA,4G,download,2910,-63.0,Madhya Pradesh
1178,JIO,4G,download,5449,-61.0,Madhya Pradesh
1179,JIO,4G,download,0,-63.0,Madhya Pradesh
1180,JIO,4G,download,1579,-61.0,Madhya Pradesh
1181,JIO,4G,download,1519,-63.0,Madhya Pradesh
1182,JIO,4G,download,716,-63.0,Madhya Pradesh
1183,IDEA,4G,download,2972,-63.0,Madhya Pradesh
1184,IDEA,4G,download,9394,-59.0,Madhya Pradesh
1185,IDEA,4G,download,7128,-67.0,Madhya Pradesh
1186,IDEA,4G,download,30520,-57.0,Madhya Pradesh
1187,JIO,4G,download,2935,-67.0,Madhya Pradesh
1188,JIO,4G,download,3815,-65.0,Madhya Pradesh
1189,JIO,4G,download,3547,-59.0,Madhya Pradesh
1190,JIO,4G,download,1636,-63.0,Madhya Pradesh
1191,JIO,4G,download,675,-61.0,Madhya Pradesh
1192,JIO,4G,download,540,-61.0,Madhya Pradesh
1193,JIO,4G,download,2494,-63.0,Madhya Pradesh
1194,JIO,4G,download,1739,-61.0,Madhya Pradesh
1195,JIO,4G,download,1231,-63.0,Madhya Pradesh
1196,JIO,4G,download,743,-59.0,Madhya Pradesh
1197,JIO,4G,download,5401,-61.0,Madhya Pradesh
1198,JIO,4G,download,11015,-61.0,Madhya Pradesh
1199,JIO,4G,upload,791,-65.0,Madhya Pradesh
1200,JIO,4G,upload,2294,-63.0,Madhya Pradesh
1201,JIO,4G,upload,3310,-61.0,Madhya Pradesh
1202,JIO,4G,upload,204,-63.0,Madhya Pradesh
1203,JIO,4G,upload,504,-67.0,Madhya Pradesh
1204,JIO,4G,upload,720,-67.0,Madhya Pradesh
1205,IDEA,4G,upload,74,-63.0,Madhya Pradesh
1206,IDEA,4G,upload,38,-67.0,Madhya Pradesh
1207,IDEA,4G,upload,1939,-69.0,Madhya Pradesh
1208,IDEA,4G,upload,4966,-67.0,Madhya Pradesh
1209,IDEA,4G,upload,5015,,Madhya Pradesh
1210,IDEA,4G,upload,5253,-67.0,Madhya Pradesh
1211,IDEA,4G,upload,5721,-65.0,Madhya Pradesh
1212,IDEA,4G,upload,4233,-65.0,Madhya Pradesh
1213,IDEA,4G,upload,3479,-65.0,Madhya Pradesh
1214,IDEA,4G,upload,6885,-65.0,Madhya Pradesh
1215,IDEA,4G,upload,17295,-65.0,Madhya Pradesh
1216,IDEA,4G,upload,19964,-65.0,Madhya Pradesh
1217,IDEA,4G,upload,20258,-65.0,Madhya Pradesh
1218,IDEA,4G,upload,19490,-65.0,Madhya Pradesh
1219,IDEA,4G,upload,13205,-65.0,Madhya Pradesh
1220,IDEA,4G,upload,10736,-63.0,Madhya Pradesh
1221,IDEA,4G,upload,21226,,Madhya Pradesh
1222,IDEA,4G,upload,7785,-63.0,Madhya Pradesh
1223,IDEA,4G,upload,12527,-61.0,Madhya Pradesh
1224,IDEA,4G,upload,12043,,Madhya Pradesh
1225,JIO,4G,upload,1666,-59.0,Madhya Pradesh
1226,JIO,4G,upload,2039,-59.0,Madhya Pradesh
1227,IDEA,4G,upload,327,-67.0,Madhya Pradesh
1228,IDEA,4G,upload,9800,-67.0,Madhya Pradesh
1229,IDEA,4G,upload,8953,-65.0,Madhya Pradesh
1230,IDEA,4G,upload,8225,-69.0,Madhya Pradesh
1231,IDEA,4G,upload,1395,-63.0,Madhya Pradesh
1232,IDEA,4G,upload,1370,-65.0,Madhya Pradesh
1233,IDEA,4G,upload,1840,-63.0,Madhya Pradesh
1234,JIO,4G,upload,202,,Madhya Pradesh
1235,JIO,4G,upload,860,-65.0,Madhya Pradesh
1236,JIO,4G,upload,1794,-61.0,Madhya Pradesh
1237,JIO,4G,upload,2651,-63.0,Madhya Pradesh
1238,JIO,4G,upload,1187,,Madhya Pradesh
1239,IDEA,4G,upload,8586,-63.0,Madhya Pradesh
1240,IDEA,4G,upload,9439,-59.0,Madhya Pradesh
1241,IDEA,4G,upload,9480,-67.0,Madhya Pradesh
1242,IDEA,4G,upload,30026,-53.0,Madhya Pradesh
1243,JIO,4G,upload,1186,-67.0,Madhya Pradesh
1244,JIO,4G,upload,773,-67.0,Madhya Pradesh
1245,JIO,4G,upload,430,-59.0,Madhya Pradesh
1246,JIO,4G,upload,103,-63.0,Madhya Pradesh
1247,JIO,4G,upload,48,-61.0,Madhya Pradesh
1248,JIO,4G,upload,140,-59.0,Madhya Pradesh
1249,JIO,4G,upload,2737,-61.0,Madhya Pradesh
1250,JIO,4G,upload,588,-63.0,Madhya Pradesh
1251,JIO,4G,upload,1911,-63.0,Madhya Pradesh
1252,JIO,4G,upload,2675,-59.0,Madhya Pradesh
1253,JIO,4G,upload,1311,-63.0,Madhya Pradesh
1254,JIO,4G,upload,1901,-63.0,Madhya Pradesh
1255,JIO,4G,download,306,-51.0,Bihar
1256,JIO,4G,upload,58,-51.0,Bihar
1257,JIO,4G,download,38988,-65.0,Gujarat
1258,AIRTEL,4G,download,61,,UP West
1259,AIRTEL,4G,download,2518,,UP West
1260,AIRTEL,4G,upload,232,,UP West
1261,AIRTEL,4G,upload,10300,,UP West
1262,JIO,4G,upload,8557,-58.0,Rajasthan
1263,JIO,4G,upload,8688,-58.0,Rajasthan
1264,JIO,4G,upload,8478,-58.0,Rajasthan
1265,JIO,4G,download,80401,-62.0,Gujarat
1266,JIO,4G,upload,7435,-62.0,Gujarat
1267,JIO,4G,download,39190,-63.0,Rajasthan
1268,JIO,4G,upload,6989,-63.0,Rajasthan
1269,JIO,4G,download,39670,-62.0,Rajasthan
1270,JIO,4G,upload,7015,-62.0,Rajasthan
1271,JIO,4G,download,4374,-106.0,Tamil Nadu
1272,JIO,4G,download,3167,-106.0,Tamil Nadu
1273,JIO,4G,upload,1314,-106.0,Tamil Nadu
1274,JIO,4G,upload,1537,-106.0,Tamil Nadu
1275,AIRTEL,4G,download,5464,-106.0,Kerala
1276,JIO,4G,download,26,-79.0,West Bengal
1277,JIO,4G,download,347,-87.0,West Bengal
1278,JIO,4G,upload,373,-79.0,West Bengal
1279,JIO,4G,upload,27,-83.0,West Bengal
1280,AIRTEL,4G,upload,685,-83.0,UP West
1281,AIRTEL,4G,upload,418,,UP West
1282,AIRTEL,4G,download,12285,-99.0,Maharashtra
1283,AIRTEL,4G,download,10413,-97.0,Maharashtra
1284,AIRTEL,4G,download,14479,-100.0,Maharashtra
1285,AIRTEL,4G,download,7792,-95.0,Maharashtra
1286,AIRTEL,4G,download,541,-101.0,Maharashtra
1287,AIRTEL,4G,download,8521,-95.0,Maharashtra
1288,AIRTEL,4G,download,4608,-96.0,Maharashtra
1289,AIRTEL,4G,download,3607,-94.0,Maharashtra
1290,AIRTEL,4G,download,1517,-94.0,Maharashtra
1291,AIRTEL,4G,download,397,-85.0,Maharashtra
1292,AIRTEL,4G,download,1789,-97.0,Maharashtra
1293,AIRTEL,4G,download,4323,-89.0,Maharashtra
1294,AIRTEL,4G,download,6043,-97.0,Maharashtra
1295,AIRTEL,4G,download,5691,-83.0,Maharashtra
1296,AIRTEL,4G,download,5304,-108.0,Maharashtra
1297,AIRTEL,4G,download,2439,-110.0,Maharashtra
1298,AIRTEL,4G,download,4619,-103.0,Maharashtra
1299,AIRTEL,4G,upload,16845,-97.0,Maharashtra
1300,AIRTEL,4G,upload,23185,-96.0,Maharashtra
1301,AIRTEL,4G,upload,9802,-104.0,Maharashtra
1302,AIRTEL,4G,upload,31889,-95.0,Maharashtra
1303,AIRTEL,4G,upload,5162,-96.0,Maharashtra
1304,AIRTEL,4G,upload,13092,-98.0,Maharashtra
1305,AIRTEL,4G,upload,14679,-98.0,Maharashtra
1306,AIRTEL,4G,upload,19542,-96.0,Maharashtra
1307,AIRTEL,4G,upload,1376,-94.0,Maharashtra
1308,AIRTEL,4G,upload,783,-85.0,Maharashtra
1309,AIRTEL,4G,upload,2434,-85.0,Maharashtra
1310,AIRTEL,4G,upload,9497,-100.0,Maharashtra
1311,AIRTEL,4G,upload,2619,-101.0,Maharashtra
1312,AIRTEL,4G,upload,21345,-83.0,Maharashtra
1313,AIRTEL,4G,upload,702,-105.0,Maharashtra
1314,AIRTEL,4G,upload,751,-109.0,Maharashtra
1315,AIRTEL,4G,upload,4295,-105.0,Maharashtra
1316,JIO,4G,download,2880,-55.0,Kerala
1317,JIO,4G,upload,117,-55.0,Kerala
1318,AIRTEL,4G,download,343,-92.0,UP East
1319,AIRTEL,4G,upload,417,-92.0,UP East
1320,IDEA,4G,download,20733,-67.0,Madhya Pradesh
1321,IDEA,4G,download,12517,-53.0,Bihar
1322,IDEA,4G,upload,6663,-67.0,Madhya Pradesh
1323,IDEA,4G,upload,13210,-53.0,Bihar
1324,CELLONE,4G,download,1570,-87.0,Andhra Pradesh
1325,CELLONE,4G,download,1403,-87.0,Andhra Pradesh
1326,JIO,4G,download,11413,-87.0,Andhra Pradesh
1327,CELLONE,4G,download,1249,,Andhra Pradesh
1328,CELLONE,4G,upload,231,-89.0,Andhra Pradesh
1329,CELLONE,4G,upload,562,,Andhra Pradesh
1330,JIO,4G,upload,1492,-87.0,Andhra Pradesh
1331,CELLONE,4G,upload,460,,Andhra Pradesh
1332,JIO,4G,download,1933,,UP West
1333,JIO,4G,download,14949,,UP West
1334,JIO,4G,download,14491,,UP West
1335,JIO,4G,download,6423,,UP West
1336,JIO,4G,download,39753,,UP West
1337,JIO,4G,download,1534,,UP West
1338,JIO,4G,download,34733,,UP West
1339,JIO,4G,download,25492,,UP West
1340,JIO,4G,upload,986,,UP West
1341,JIO,4G,upload,3340,,UP West
1342,JIO,4G,upload,1721,,UP West
1343,JIO,4G,upload,7745,,UP West
1344,JIO,4G,upload,1496,,UP West
1345,JIO,4G,upload,7476,,UP West
1346,JIO,4G,upload,2000,,UP West
1347,JIO,4G,upload,16154,,UP West
1348,JIO,4G,download,78935,-58.0,Gujarat
1349,JIO,4G,download,60000,-58.0,Orissa
1350,JIO,4G,upload,3220,-58.0,Orissa
1351,IDEA,4G,download,23707,-85.0,Andhra Pradesh
1352,IDEA,4G,download,27356,-75.0,Andhra Pradesh
1353,IDEA,4G,download,25983,-69.0,Andhra Pradesh
1354,IDEA,4G,download,40754,-101.0,Andhra Pradesh
1355,IDEA,4G,download,40505,-69.0,Andhra Pradesh
1356,IDEA,4G,download,39697,-97.0,Andhra Pradesh
1357,IDEA,4G,download,13339,-87.0,Andhra Pradesh
1358,IDEA,4G,download,44485,-69.0,Andhra Pradesh
1359,IDEA,4G,download,23327,-77.0,Andhra Pradesh
1360,IDEA,4G,download,57308,-77.0,Andhra Pradesh
1361,IDEA,4G,download,22550,-97.0,Andhra Pradesh
1362,IDEA,4G,download,18519,-73.0,Andhra Pradesh
1363,IDEA,4G,download,23789,-69.0,Andhra Pradesh
1364,IDEA,4G,download,27023,-85.0,Andhra Pradesh
1365,IDEA,4G,download,41166,-79.0,Andhra Pradesh
1366,IDEA,4G,download,9088,-105.0,Andhra Pradesh
1367,IDEA,4G,download,26001,-91.0,Andhra Pradesh
1368,IDEA,4G,download,21727,-79.0,Andhra Pradesh
1369,IDEA,4G,download,36725,-97.0,Andhra Pradesh
1370,IDEA,4G,download,10765,-91.0,Andhra Pradesh
1371,IDEA,4G,download,24131,-73.0,Andhra Pradesh
1372,IDEA,4G,download,23956,-73.0,Andhra Pradesh
1373,IDEA,4G,download,12685,-93.0,Andhra Pradesh
1374,IDEA,4G,download,15699,-81.0,Andhra Pradesh
1375,IDEA,4G,download,30156,-77.0,Andhra Pradesh
1376,IDEA,4G,download,17302,-85.0,Andhra Pradesh
1377,IDEA,4G,upload,12976,-77.0,Andhra Pradesh
1378,IDEA,4G,upload,8593,-73.0,Andhra Pradesh
1379,IDEA,4G,upload,14156,-67.0,Andhra Pradesh
1380,IDEA,4G,upload,3026,-101.0,Andhra Pradesh
1381,IDEA,4G,upload,8219,-71.0,Andhra Pradesh
1382,IDEA,4G,upload,383,-97.0,Andhra Pradesh
1383,IDEA,4G,upload,5146,-71.0,Andhra Pradesh
1384,IDEA,4G,upload,6367,-77.0,Andhra Pradesh
1385,IDEA,4G,upload,18016,-75.0,Andhra Pradesh
1386,IDEA,4G,upload,17221,-75.0,Andhra Pradesh
1387,IDEA,4G,upload,8647,-97.0,Andhra Pradesh
1388,IDEA,4G,upload,3142,-73.0,Andhra Pradesh
1389,IDEA,4G,upload,5818,-75.0,Andhra Pradesh
1390,IDEA,4G,upload,1435,-85.0,Andhra Pradesh
1391,IDEA,4G,upload,6018,-81.0,Andhra Pradesh
1392,IDEA,4G,upload,536,-101.0,Andhra Pradesh
1393,IDEA,4G,upload,620,-91.0,Andhra Pradesh
1394,IDEA,4G,upload,537,-75.0,Andhra Pradesh
1395,IDEA,4G,upload,6340,-97.0,Andhra Pradesh
1396,IDEA,4G,upload,0,-91.0,Andhra Pradesh
1397,IDEA,4G,upload,15539,-71.0,Andhra Pradesh
1398,IDEA,4G,upload,15680,-69.0,Andhra Pradesh
1399,IDEA,4G,upload,14757,-93.0,Andhra Pradesh
1400,IDEA,4G,upload,6981,-81.0,Andhra Pradesh
1401,IDEA,4G,upload,20829,-75.0,Andhra Pradesh
1402,IDEA,4G,upload,11308,-67.0,Andhra Pradesh
1403,JIO,4G,download,77195,-61.0,Orissa
1404,JIO,4G,download,36534,-51.0,Assam
1405,JIO,4G,upload,3092,-51.0,Assam
1406,JIO,4G,download,11709,-60.0,UP West
1407,JIO,4G,download,80180,-60.0,UP West
1408,JIO,4G,download,5335,-61.0,Gujarat
1409,JIO,4G,upload,6875,-61.0,Gujarat
1410,JIO,4G,upload,6376,-63.0,Orissa
1411,JIO,4G,download,36522,-72.0,Gujarat
1412,JIO,4G,download,46280,-72.0,Gujarat
1413,JIO,4G,download,2727,-95.0,UP East
1414,JIO,4G,download,4214,-98.0,UP East
1415,JIO,4G,download,1712,-100.0,UP East
1416,JIO,4G,download,800,-96.0,UP East
1417,JIO,4G,download,1923,-88.0,UP East
1418,JIO,4G,download,6313,,UP East
1419,JIO,4G,download,1194,,UP East
1420,JIO,4G,upload,92,-95.0,UP East
1421,JIO,4G,upload,2025,-98.0,UP East
1422,JIO,4G,upload,872,-100.0,UP East
1423,JIO,4G,upload,91,-96.0,UP East
1424,JIO,4G,upload,1397,-89.0,UP East
1425,JIO,4G,upload,5646,,UP East
1426,JIO,4G,upload,3327,,UP East
1427,JIO,4G,download,39205,-63.0,Gujarat
1428,JIO,4G,download,9113,,Gujarat
1429,JIO,4G,download,2509,,Gujarat
1430,JIO,4G,download,7048,,Gujarat
1431,JIO,4G,download,8454,,Gujarat
1432,JIO,4G,upload,951,,Gujarat
1433,JIO,4G,upload,1188,,Gujarat
1434,JIO,4G,upload,1164,,Gujarat
1435,JIO,4G,upload,1845,,Gujarat
1436,JIO,4G,download,80203,-61.0,UP West
1437,JIO,4G,upload,8704,-61.0,UP West
1438,JIO,4G,download,47494,-60.0,UP West
1439,JIO,4G,upload,8107,-60.0,UP West
1440,JIO,4G,download,56414,-70.0,Rajasthan
1441,JIO,4G,download,50695,-70.0,Rajasthan
1442,JIO,4G,download,80141,-72.0,Rajasthan
1443,JIO,4G,download,57440,-72.0,Rajasthan
1444,JIO,4G,download,50995,-70.0,Rajasthan
1445,JIO,4G,upload,6114,-70.0,Rajasthan
1446,JIO,4G,upload,5650,-70.0,Rajasthan
1447,JIO,4G,upload,7206,-72.0,Rajasthan
1448,JIO,4G,upload,8143,-72.0,Rajasthan
1449,JIO,4G,upload,7986,-70.0,Rajasthan
1450,IDEA,3G,download,1046,,Kerala
1451,IDEA,3G,upload,1280,,Kerala
1452,JIO,4G,download,18510,-79.0,Kerala
1453,JIO,4G,download,18498,-65.0,Kerala
1454,JIO,4G,download,22923,-83.0,Kerala
1455,JIO,4G,download,8389,-73.0,Kerala
1456,JIO,4G,download,3445,-79.0,Kerala
1457,JIO,4G,download,36760,-51.0,Kerala
1458,JIO,4G,download,13247,-79.0,Kerala
1459,JIO,4G,download,9727,-81.0,Kerala
1460,JIO,4G,download,8447,-61.0,Kerala
1461,JIO,4G,upload,803,-79.0,Kerala
1462,JIO,4G,upload,1350,-69.0,Kerala
1463,JIO,4G,upload,724,-85.0,Kerala
1464,JIO,4G,upload,1036,-75.0,Kerala
1465,JIO,4G,upload,619,-77.0,Kerala
1466,JIO,4G,upload,920,-61.0,Kerala
1467,JIO,4G,upload,196,-81.0,Kerala
1468,JIO,4G,upload,171,-81.0,Kerala
1469,JIO,4G,upload,539,-63.0,Kerala
1470,JIO,4G,download,41739,-71.0,Rajasthan
1471,JIO,4G,upload,8267,-71.0,Rajasthan
1472,JIO,4G,download,15,-65.0,Bihar
1473,JIO,4G,upload,888,-69.0,Bihar
1474,JIO,4G,download,4707,-51.0,UP East
1475,JIO,4G,download,10413,-51.0,UP East
1476,JIO,4G,download,783,-67.0,UP East
1477,JIO,4G,download,9247,-51.0,UP East
1478,JIO,4G,download,4567,-51.0,UP East
1479,JIO,4G,download,677,-65.0,UP East
1480,JIO,4G,download,22052,-61.0,UP East
1481,JIO,4G,download,16506,-51.0,UP East
1482,JIO,4G,download,5668,-61.0,UP East
1483,JIO,4G,download,5764,-51.0,UP East
1484,JIO,4G,download,4989,-51.0,UP East
1485,JIO,4G,download,1278,-61.0,UP East
1486,JIO,4G,download,1688,-51.0,UP East
1487,JIO,4G,upload,7392,-51.0,UP East
1488,JIO,4G,upload,6705,-51.0,UP East
1489,JIO,4G,upload,1022,-67.0,UP East
1490,JIO,4G,upload,5089,-51.0,UP East
1491,JIO,4G,upload,13026,-51.0,UP East
1492,JIO,4G,upload,1609,-63.0,UP East
1493,JIO,4G,upload,16947,-61.0,UP East
1494,JIO,4G,upload,15122,-55.0,UP East
1495,JIO,4G,upload,1867,-61.0,UP East
1496,JIO,4G,upload,4271,-51.0,UP East
1497,JIO,4G,upload,573,-51.0,UP East
1498,JIO,4G,upload,1319,-57.0,UP East
1499,JIO,4G,upload,6224,-51.0,UP East
1500,JIO,4G,download,271,,Gujarat
1501,JIO,4G,upload,87,-81.0,Gujarat
1502,JIO,4G,download,670,-57.0,Haryana
1503,JIO,4G,upload,2292,-57.0,Haryana
1504,JIO,4G,download,5707,-105.0,Tamil Nadu
1505,JIO,4G,download,17583,-104.0,Tamil Nadu
1506,JIO,4G,download,19462,-105.0,Tamil Nadu
1507,JIO,4G,download,6245,-100.0,Tamil Nadu
1508,JIO,4G,download,10187,-108.0,Tamil Nadu
1509,JIO,4G,download,5002,-102.0,Tamil Nadu
1510,JIO,4G,download,2310,,Tamil Nadu
1511,JIO,4G,download,3094,,Tamil Nadu
1512,JIO,4G,download,5920,-103.0,Tamil Nadu
1513,JIO,4G,download,4504,,Tamil Nadu
1514,JIO,4G,download,3837,-107.0,Tamil Nadu
1515,JIO,4G,download,4949,-109.0,Tamil Nadu
1516,JIO,4G,download,17084,-92.0,Tamil Nadu
1517,JIO,4G,upload,334,-105.0,Tamil Nadu
1518,JIO,4G,upload,438,-106.0,Tamil Nadu
1519,JIO,4G,upload,558,-103.0,Tamil Nadu
1520,JIO,4G,upload,382,-100.0,Tamil Nadu
1521,JIO,4G,upload,366,-111.0,Tamil Nadu
1522,JIO,4G,upload,329,-100.0,Tamil Nadu
1523,JIO,4G,upload,45,,Tamil Nadu
1524,JIO,4G,upload,58,,Tamil Nadu
1525,JIO,4G,upload,370,-103.0,Tamil Nadu
1526,JIO,4G,upload,65,,Tamil Nadu
1527,JIO,4G,upload,458,-102.0,Tamil Nadu
1528,JIO,4G,upload,620,-109.0,Tamil Nadu
1529,JIO,4G,upload,1150,-93.0,Tamil Nadu
1530,JIO,4G,download,5653,-101.0,Himachal Pradesh
1531,JIO,4G,upload,1067,-97.0,Himachal Pradesh
1532,JIO,4G,download,52104,-71.0,Rajasthan
1533,JIO,4G,download,52632,-71.0,Rajasthan
1534,JIO,4G,download,49925,-71.0,Rajasthan
1535,JIO,4G,upload,5269,-71.0,Rajasthan
1536,JIO,4G,upload,5061,-71.0,Rajasthan
1537,JIO,4G,upload,6288,-71.0,Rajasthan
1538,JIO,4G,download,78116,-66.0,Orissa
1539,JIO,4G,upload,8847,-66.0,Orissa
1540,JIO,4G,download,874,,Rajasthan
1541,JIO,4G,download,1473,,Rajasthan
1542,JIO,4G,download,999,,Rajasthan
1543,JIO,4G,download,986,-109.0,Rajasthan
1544,JIO,4G,download,3615,,Rajasthan
1545,JIO,4G,download,1057,,Rajasthan
1546,JIO,4G,download,1112,,Rajasthan
1547,JIO,4G,download,1698,,Rajasthan
1548,JIO,4G,download,3028,,Rajasthan
1549,JIO,4G,download,4088,-109.0,Rajasthan
1550,JIO,4G,upload,236,,Rajasthan
1551,JIO,4G,upload,555,-112.0,Rajasthan
1552,JIO,4G,upload,92,,Rajasthan
1553,JIO,4G,upload,2419,-109.0,Rajasthan
1554,JIO,4G,upload,201,,Rajasthan
1555,JIO,4G,upload,115,,Rajasthan
1556,JIO,4G,upload,2505,,Rajasthan
1557,JIO,4G,upload,386,,Rajasthan
1558,JIO,4G,upload,586,,Rajasthan
1559,JIO,4G,upload,306,-109.0,Rajasthan
1560,VODAFONE,4G,download,14701,,UP East
1561,VODAFONE,4G,download,14862,,UP East
1562,VODAFONE,4G,upload,1203,,UP East
1563,VODAFONE,4G,upload,1038,,UP East
1564,JIO,4G,download,54,-67.0,Himachal Pradesh
1565,JIO,4G,download,144,-65.0,Himachal Pradesh
1566,JIO,4G,download,343,-65.0,Himachal Pradesh
1567,JIO,4G,download,161,-65.0,Himachal Pradesh
1568,JIO,4G,upload,1337,-65.0,Himachal Pradesh
1569,JIO,4G,upload,859,-65.0,Himachal Pradesh
1570,JIO,4G,upload,1266,-65.0,Himachal Pradesh
1571,JIO,4G,upload,1062,-65.0,Himachal Pradesh
1572,JIO,4G,download,16544,-58.0,Rajasthan
1573,CELLONE,4G,download,4666,-99.0,Kerala
1574,CELLONE,4G,download,1931,-107.0,Kerala
1575,CELLONE,4G,download,3860,-85.0,Kerala
1576,CELLONE,4G,download,930,-101.0,Kerala
1577,CELLONE,4G,download,2529,-101.0,Kerala
1578,CELLONE,4G,download,14772,,Kerala
1579,CELLONE,4G,download,3043,-105.0,Kerala
1580,CELLONE,4G,download,1994,-103.0,Kerala
1581,CELLONE,3G,download,741,,Kerala
1582,CELLONE,3G,download,1116,,Kerala
1583,CELLONE,4G,download,1908,-103.0,Kerala
1584,CELLONE,4G,download,2904,-99.0,Kerala
1585,CELLONE,4G,download,24,-101.0,Kerala
1586,CELLONE,4G,download,1102,-97.0,Kerala
1587,CELLONE,4G,download,1111,-107.0,Kerala
1588,CELLONE,4G,download,2888,-99.0,Kerala
1589,CELLONE,4G,download,1294,-89.0,Kerala
1590,CELLONE,4G,download,478,-111.0,Kerala
1591,CELLONE,4G,download,921,-97.0,Kerala
1592,CELLONE,4G,download,968,-87.0,Kerala
1593,CELLONE,4G,download,1806,-95.0,Kerala
1594,CELLONE,4G,download,2711,-105.0,Kerala
1595,CELLONE,4G,download,5729,-91.0,Kerala
1596,CELLONE,4G,download,1219,-107.0,Kerala
1597,CELLONE,4G,upload,4884,-99.0,Kerala
1598,CELLONE,4G,upload,1794,-105.0,Kerala
1599,CELLONE,4G,upload,3655,-85.0,Kerala
1600,CELLONE,4G,upload,2035,-103.0,Kerala
1601,CELLONE,4G,upload,2136,-99.0,Kerala
1602,CELLONE,4G,upload,1541,,Kerala
1603,CELLONE,4G,upload,1546,-105.0,Kerala
1604,CELLONE,4G,upload,1987,-103.0,Kerala
1605,CELLONE,3G,upload,1750,,Kerala
1606,CELLONE,3G,upload,1239,,Kerala
1607,CELLONE,4G,upload,2035,-103.0,Kerala
1608,CELLONE,4G,upload,3764,-101.0,Kerala
1609,CELLONE,4G,upload,5434,-101.0,Kerala
1610,CELLONE,4G,upload,1238,-103.0,Kerala
1611,CELLONE,4G,upload,149,-107.0,Kerala
1612,CELLONE,4G,upload,1170,-101.0,Kerala
1613,CELLONE,4G,upload,5532,-87.0,Kerala
1614,CELLONE,4G,upload,268,,Kerala
