id,departure city,discount,price,no of items,location,class,segment,sub-class,delivery type,RID,profit,delivery date,address code,departure state,placement date
2741,San Francisco,0,5.28,3,West,qexty,Consumer,shorts,First Class,273,2.3232,2019-07-01,94109,California,2019-07-01
2742,San Francisco,0,209.93,7,West,fynota,Consumer,chocolates,First Class,272,92.3692,2019-07-01,94109,California,2019-07-01
2743,Louisville,0,29.97,3,South,fynota,Consumer,colddrinks,Standard Class,6218,0.2997,2019-08-01,40214,Kentucky,2019-07-01
2744,Philadelphia,0.2,10.368,2,East,kariox,Consumer,phone,Same Day,9964,3.6288,2019-07-01,19140,Pennsylvania,2019-07-01
2745,Glendale,0.2,266.352,3,West,qexty,Corporate,tshirts,Standard Class,8814,13.3176,2019-07-01,85301,Arizona,2019-07-01
2746,Oxnard,0,99.2,5,West,kariox,Corporate,television,Standard Class,7437,25.792,2019-07-01,93030,California,2019-07-01
2747,Oxnard,0.2,23.136,6,West,kariox,Corporate,headset,Standard Class,7436,8.3868,2019-07-01,93030,California,2019-07-01
2748,Oxnard,0.2,9.144,3,West,kariox,Corporate,headset,Standard Class,7435,3.0861,2019-07-01,93030,California,2019-07-01
2749,San Francisco,0,167.86,2,West,kariox,Consumer,watch,Standard Class,4318,78.8942,2019-08-01,94110,California,2019-07-01
2750,Mesa,0.5,393.165,3,West,qexty,Consumer,hoodies,First Class,947,-204.4458,2019-07-01,85204,Arizona,2019-07-01
2751,New York City,0,68.94,3,East,kariox,Home Office,battery,Standard Class,3323,20.682,2019-07-01,10009,New York,2019-07-01
2752,New York City,0,128.82,3,East,qexty,Home Office,shorts,Standard Class,3324,50.2398,2019-07-01,10009,New York,2019-07-01
2753,Rochester,0.2,10.512,3,East,kariox,Consumer,headset,Second Class,4846,3.6792,2019-07-01,14609,New York,2019-07-01
2754,Louisville,0,20.94,3,South,qexty,Home Office,shorts,Standard Class,6498,6.0726,2019-07-01,40214,Kentucky,2019-07-01
2755,Louisville,0,135.09,9,South,kariox,Home Office,headset,Standard Class,6499,62.1414,2019-07-01,40214,Kentucky,2019-07-01
2756,Louisville,0,279.86,14,South,fynota,Home Office,chocolates,Standard Class,6500,64.3678,2019-07-01,40214,Kentucky,2019-07-01
2757,Highland Park,0.2,153.584,2,Central,fynota,Consumer,colddrinks,Standard Class,4385,13.4386,2019-07-01,60035,Illinois,2019-07-01
2758,Louisville,0,90.06,6,South,kariox,Home Office,headset,Standard Class,6501,41.4276,2019-07-01,40214,Kentucky,2019-07-01
2759,Seattle,0,9.42,2,West,kariox,Consumer,lighting,Second Class,2807,0.471,2019-07-01,98115,Washington,2019-07-01
2760,Seattle,0,12.96,2,West,kariox,Consumer,phone,Second Class,2808,6.2208,2019-07-01,98115,Washington,2019-07-01
2761,Seattle,0.2,561.568,2,West,qexty,Consumer,tshirts,Second Class,2810,28.0784,2019-07-01,98115,Washington,2019-07-01
2762,Montgomery,0,98.46,9,South,kariox,Corporate,watch,Standard Class,6824,49.23,2019-07-01,36116,Alabama,2019-07-01
2763,Montgomery,0,358.58,2,South,qexty,Corporate,hoodies,Standard Class,6825,39.4438,2019-07-01,36116,Alabama,2019-07-01
2764,Los Angeles,0.2,623.96,5,West,fynota,Consumer,colddrinks,Standard Class,6944,38.9975,2019-07-01,90032,California,2019-07-01
2765,Philadelphia,0.7,25.176,4,East,kariox,Home Office,headset,Standard Class,1070,-18.4624,2019-07-01,19143,Pennsylvania,2019-07-01
2766,Amarillo,0.2,307.168,4,Central,fynota,Consumer,colddrinks,Standard Class,7796,30.7168,2019-07-01,79109,Texas,2019-07-01
2767,Seattle,0,704.9,5,West,qexty,Consumer,pants,Second Class,2809,56.392,2019-07-01,98115,Washington,2019-07-01
2768,Chicago,0.6,7.76,1,Central,qexty,Consumer,shorts,Second Class,4549,-2.134,2019-07-01,60610,Illinois,2019-07-01
2769,Milwaukee,0,1099.96,4,Central,fynota,Consumer,colddrinks,Standard Class,1253,285.9896,2019-07-01,53209,Wisconsin,2019-07-01
2770,New York City,0,15.48,3,East,kariox,Home Office,television,Standard Class,1287,4.4892,2019-07-01,10035,New York,2019-07-01
2771,San Diego,0.2,22.848,2,West,kariox,Home Office,headset,Second Class,7919,7.4256,2019-07-01,92024,California,2019-07-01
2772,Fayetteville,0.2,4.928,2,South,qexty,Corporate,shorts,Second Class,2635,0.7392,2019-07-01,28314,North Carolina,2019-07-01
2773,Fayetteville,0.7,7.23,5,South,kariox,Corporate,headset,Second Class,2636,-5.784,2019-07-01,28314,North Carolina,2019-07-01
2774,Sterling Heights,0,19,5,Central,kariox,Home Office,headset,Standard Class,3003,8.93,2019-07-01,48310,Michigan,2019-07-01
2775,Philadelphia,0.2,282.888,9,East,qexty,Corporate,shorts,First Class,1053,56.5776,2019-07-01,19134,Pennsylvania,2019-07-01
2776,Philadelphia,0.2,34.8,3,East,fynota,Consumer,chocolates,Standard Class,4405,2.175,2019-07-01,19140,Pennsylvania,2019-07-01
2777,Charlotte,0.2,4.928,2,South,qexty,Corporate,shorts,Standard Class,8298,0.7392,2019-07-01,28205,North Carolina,2019-07-01
2778,Charlotte,0.2,11.784,3,South,kariox,Corporate,tablet,Standard Class,8299,4.2717,2019-07-01,28205,North Carolina,2019-07-01
2779,New York City,0,13.96,2,East,qexty,Corporate,shorts,Standard Class,1017,6.7008,2019-07-01,10011,New York,2019-07-01
2780,New York City,0,155.82,3,East,qexty,Corporate,shorts,Standard Class,1018,63.8862,2019-07-01,10011,New York,2019-07-01
2781,New York City,0,124.95,5,East,fynota,Corporate,colddrinks,Standard Class,1019,2.499,2019-07-01,10011,New York,2019-07-01
2782,New York City,0,601.65,5,East,kariox,Corporate,laptop,Standard Class,1020,156.429,2019-07-01,10011,New York,2019-07-01
2783,Philadelphia,0.2,38.976,3,East,kariox,Consumer,laptop,Standard Class,4406,-2.436,2019-07-01,19140,Pennsylvania,2019-07-01
2784,Holyoke,0,301.96,2,East,qexty,Home Office,pants,Standard Class,2416,60.392,2019-07-01,1040,Massachusetts,2019-07-01
2785,Philadelphia,0.2,168.464,2,East,qexty,Corporate,shorts,First Class,1051,-29.4812,2019-07-01,19134,Pennsylvania,2019-07-01
2786,Richmond,0,70.98,1,South,qexty,Consumer,tshirts,Standard Class,587,4.9686,2019-07-01,40475,Kentucky,2019-07-01
2787,Chicago,0.2,659.168,4,Central,fynota,Consumer,colddrinks,Second Class,4550,49.4376,2019-07-01,60610,Illinois,2019-07-01
2788,Houston,0.8,32.784,4,Central,kariox,Consumer,battery,Same Day,2508,-85.2384,2019-07-01,77070,Texas,2019-07-01
2789,Carol Stream,0.3,408.422,2,Central,qexty,Consumer,tshirts,Standard Class,3489,-5.8346,2019-07-01,60188,Illinois,2019-07-01
2790,Carol Stream,0.3,382.116,6,Central,qexty,Consumer,tshirts,Standard Class,3490,-92.7996,2019-07-01,60188,Illinois,2019-07-01
2791,Carol Stream,0.2,68.6,5,Central,kariox,Consumer,laptop,Standard Class,3491,6.0025,2019-07-01,60188,Illinois,2019-07-01
2792,Carol Stream,0.2,435.504,3,Central,kariox,Consumer,laptop,Standard Class,3492,48.9942,2019-07-01,60188,Illinois,2019-07-01
2793,Richmond,0,294.93,3,South,kariox,Consumer,tablet,Standard Class,588,144.5157,2019-07-01,40475,Kentucky,2019-07-01
2794,Carol Stream,0.2,11.168,2,Central,kariox,Consumer,phone,Standard Class,3493,3.7692,2019-07-01,60188,Illinois,2019-07-01
2795,Hollywood,0.2,15.552,3,South,kariox,Consumer,phone,Standard Class,4133,5.6376,2019-07-01,33021,Florida,2019-07-01
2796,New York City,0,19.44,3,East,kariox,Home Office,phone,First Class,5814,9.3312,2019-07-01,10024,New York,2019-07-01
2797,Raleigh,0.2,74.24,1,South,fynota,Corporate,colddrinks,First Class,8849,8.352,2019-07-01,27604,North Carolina,2019-07-01
2798,Raleigh,0.2,159.84,10,South,qexty,Corporate,shorts,First Class,8850,45.954,2019-07-01,27604,North Carolina,2019-07-01
2799,Raleigh,0.7,2.892,2,South,kariox,Corporate,headset,First Class,8851,-2.3136,2019-07-01,27604,North Carolina,2019-07-01
2800,Raleigh,0.2,9.392,2,South,kariox,Corporate,phone,First Class,8852,3.2872,2019-07-01,27604,North Carolina,2019-07-01
2801,Hollywood,0.2,11.952,3,South,kariox,Consumer,phone,Standard Class,4132,4.0338,2019-07-01,33021,Florida,2019-07-01
2802,Pasadena,0.2,170.352,3,West,qexty,Consumer,tshirts,Standard Class,5164,-17.0352,2019-07-01,91104,California,2019-07-01
2803,Philadelphia,0.2,6.72,2,East,kariox,Corporate,phone,First Class,1052,2.436,2019-07-01,19134,Pennsylvania,2019-07-01
2804,Houston,0.2,21.12,5,Central,kariox,Consumer,phone,Same Day,4192,6.6,2019-07-01,77070,Texas,2019-07-01
2805,Philadelphia,0.7,2.502,3,East,kariox,Consumer,headset,First Class,2050,-2.0016,2019-07-01,19134,Pennsylvania,2019-07-01
2806,Philadelphia,0.7,6.48,4,East,kariox,Consumer,headset,First Class,2051,-4.752,2019-07-01,19134,Pennsylvania,2019-07-01
2807,Philadelphia,0.3,341.488,8,East,qexty,Consumer,tshirts,First Class,2052,-73.176,2019-07-01,19134,Pennsylvania,2019-07-01
2808,Philadelphia,0.2,11.12,5,East,kariox,Consumer,television,First Class,2053,0.834,2019-07-01,19134,Pennsylvania,2019-07-01
2809,Philadelphia,0.2,25.344,6,East,qexty,Consumer,shorts,First Class,2054,3.4848,2019-07-01,19134,Pennsylvania,2019-07-01
2810,Seattle,0.2,98.352,3,West,kariox,Consumer,headset,Second Class,2462,34.4232,2019-07-01,98115,Washington,2019-07-01
2811,Philadelphia,0.2,289.8,7,East,qexty,Consumer,shorts,First Class,2049,36.225,2019-07-01,19134,Pennsylvania,2019-07-01
2812,Wilmington,0.3,199.836,4,East,qexty,Corporate,hoodies,First Class,5039,-37.1124,2019-07-01,19805,Delaware,2019-07-01
2813,Wilmington,0,221.06,7,East,kariox,Corporate,headset,First Class,5041,103.8982,2019-07-01,19805,Delaware,2019-07-01
2814,Chicago,0.3,383.607,9,Central,qexty,Consumer,tshirts,Second Class,4544,-5.4801,2019-07-01,60610,Illinois,2019-07-01
2815,Chicago,0.2,148.48,2,Central,fynota,Consumer,colddrinks,Second Class,4545,16.704,2019-07-01,60610,Illinois,2019-07-01
2816,Chicago,0.2,537.544,7,Central,fynota,Consumer,colddrinks,Second Class,4546,53.7544,2019-07-01,60610,Illinois,2019-07-01
2817,Chicago,0.8,1.928,2,Central,kariox,Consumer,headset,Second Class,4547,-2.9884,2019-07-01,60610,Illinois,2019-07-01
2818,Vineland,0,11.12,4,East,kariox,Corporate,television,Standard Class,6838,2.8912,2019-07-01,8360,New Jersey,2019-07-01
2819,Wilmington,0,716,2,East,fynota,Corporate,colddrinks,First Class,5040,193.32,2019-07-01,19805,Delaware,2019-07-01
2820,San Bernardino,0.2,39.92,2,West,kariox,Consumer,headset,Standard Class,8089,12.974,2019-07-01,92404,California,2019-07-01
2821,Seattle,0,29.97,3,West,kariox,Consumer,phone,Second Class,2461,13.4865,2019-07-01,98115,Washington,2019-07-01
2822,Tempe,0.7,3.366,3,West,kariox,Consumer,headset,Same Day,3198,-2.244,2019-07-01,85281,Arizona,2019-07-01
2823,Franklin,0,6.58,2,East,kariox,Corporate,phone,Standard Class,1782,3.0268,2019-07-01,2038,Massachusetts,2019-07-01
2824,Franklin,0,122.94,3,East,kariox,Corporate,headset,Standard Class,1783,59.0112,2019-07-01,2038,Massachusetts,2019-07-01
2825,Nashville,0.2,5.16,3,South,kariox,Consumer,television,Standard Class,3455,0.8385,2019-07-01,37211,Tennessee,2019-07-01
2826,Clinton,0,15.8,4,East,kariox,Consumer,lighting,Standard Class,3678,5.056,2019-07-01,20735,Maryland,2019-07-01
2827,Clinton,0,464.97,3,East,fynota,Consumer,sweets,Standard Class,3679,209.2365,2019-07-01,20735,Maryland,2019-07-01
2828,Clinton,0,12.39,3,East,kariox,Consumer,tablet,Standard Class,3681,5.6994,2019-07-01,20735,Maryland,2019-07-01
2829,Clinton,0,84.09,3,East,kariox,Consumer,headset,Standard Class,3682,42.045,2019-07-01,20735,Maryland,2019-07-01
2830,Clinton,0,181.96,2,East,qexty,Consumer,shorts,Standard Class,3680,20.0156,2019-07-01,20735,Maryland,2019-07-01
2831,Clinton,0,153.36,9,East,kariox,Consumer,headset,Standard Class,3684,70.5456,2019-07-01,20735,Maryland,2019-07-01
2832,Chicago,0.2,6.912,3,Central,kariox,Consumer,television,Second Class,4548,0.6912,2019-07-01,60610,Illinois,2019-07-01
2833,Clinton,0,43.68,6,East,kariox,Consumer,headset,Standard Class,3685,21.4032,2019-07-01,20735,Maryland,2019-07-01
2834,Clinton,0,98.21,7,East,kariox,Consumer,laptop,Standard Class,3686,28.4809,2019-07-01,20735,Maryland,2019-07-01
2835,Philadelphia,0.4,269.982,3,East,fynota,Consumer,colddrinks,Second Class,3782,40.4973,2019-07-01,19120,Pennsylvania,2019-07-01
2836,Dallas,0.8,48.632,2,Central,kariox,Corporate,battery,Standard Class,4276,-121.58,2019-07-01,75220,Texas,2019-07-01
2837,Clinton,0,79.36,4,East,kariox,Consumer,television,Standard Class,3683,32.5376,2019-07-01,20735,Maryland,2019-07-01
2838,Allentown,0.2,49.568,2,East,kariox,Home Office,phone,Standard Class,9192,15.49,2019-08-01,18103,Pennsylvania,2019-08-01
2839,Bolingbrook,0.2,12.032,8,Central,kariox,Consumer,lighting,Same Day,3096,2.256,2019-08-01,60440,Illinois,2019-08-01
2840,New York City,0.2,50.112,6,East,kariox,Corporate,headset,First Class,1175,16.2864,2019-08-01,10035,New York,2019-08-01
2841,New York City,0,16.52,4,East,kariox,Home Office,television,Standard Class,2209,7.5992,2019-08-01,10009,New York,2019-08-01
2842,Bolingbrook,0.2,31.68,4,Central,kariox,Consumer,charger,Same Day,3094,2.772,2019-08-01,60440,Illinois,2019-08-01
2843,Bolingbrook,0.2,10.368,2,Central,kariox,Consumer,phone,Same Day,3095,3.6288,2019-08-01,60440,Illinois,2019-08-01
2844,Bolingbrook,0.8,5.768,2,Central,kariox,Consumer,battery,Same Day,3097,-13.5548,2019-08-01,60440,Illinois,2019-08-01
2845,Atlanta,0,25.86,3,South,kariox,Consumer,battery,Standard Class,4020,6.7236,2019-08-01,30318,Georgia,2019-08-01
2846,Atlanta,0,8.64,3,South,kariox,Consumer,tablet,Standard Class,4015,4.2336,2019-08-01,30318,Georgia,2019-08-01
2847,Atlanta,0,193.8,5,South,kariox,Consumer,phone,Standard Class,4016,94.962,2019-08-01,30318,Georgia,2019-08-01
2848,Atlanta,0,21.4,5,South,kariox,Consumer,phone,Standard Class,4017,9.63,2019-08-01,30318,Georgia,2019-08-01
2849,Atlanta,0,97.88,2,South,kariox,Consumer,phone,Standard Class,4018,48.94,2019-08-01,30318,Georgia,2019-08-01
2850,Atlanta,0,251.91,9,South,fynota,Consumer,chocolates,Standard Class,4019,47.8629,2019-08-01,30318,Georgia,2019-08-01
2851,Arlington,0.2,999.432,7,Central,kariox,Consumer,laptop,Standard Class,660,124.929,2019-08-01,76017,Texas,2019-08-01
2852,Allentown,0.7,99.588,2,East,kariox,Home Office,headset,Standard Class,9191,-82.99,2019-08-01,18103,Pennsylvania,2019-08-01
2853,Atlanta,0,542.94,3,South,kariox,Consumer,battery,Standard Class,4014,152.0232,2019-08-01,30318,Georgia,2019-08-01
2854,Allentown,0.2,663.072,6,East,kariox,Home Office,laptop,Standard Class,9190,-165.768,2019-08-01,18103,Pennsylvania,2019-08-01
2855,Peoria,0.2,30.08,2,West,fynota,Consumer,chocolates,Standard Class,9433,-5.264,2019-08-01,85345,Arizona,2019-08-01
2856,Allentown,0.2,3.488,2,East,kariox,Home Office,charger,Standard Class,9188,-0.6976,2019-08-01,18103,Pennsylvania,2019-08-01
2857,Philadelphia,0.5,301.47,3,East,qexty,Consumer,pants,Standard Class,9220,-204.9996,2019-08-01,19120,Pennsylvania,2019-08-01
2858,Arlington,0.3,918.785,5,Central,qexty,Consumer,hoodies,Standard Class,662,-118.1295,2019-08-01,76017,Texas,2019-08-01
2859,New Bedford,0,52.2,9,East,kariox,Corporate,headset,Standard Class,1458,23.49,2019-08-01,2740,Massachusetts,2019-08-01
2860,Peoria,0.2,36.288,7,West,kariox,Consumer,phone,Standard Class,9434,12.7008,2019-08-01,85345,Arizona,2019-08-01
2861,Peoria,0.2,10.272,3,West,kariox,Consumer,television,Standard Class,9435,1.1556,2019-08-01,85345,Arizona,2019-08-01
2862,Peoria,0.2,252.8,4,West,fynota,Consumer,chocolates,Standard Class,9436,-31.6,2019-08-01,85345,Arizona,2019-08-01
2863,San Francisco,0.2,544.008,3,West,qexty,Home Office,tshirts,First Class,778,40.8006,2019-08-01,94110,California,2019-08-01
2864,San Francisco,0,59.94,3,West,kariox,Home Office,phone,First Class,779,28.1718,2019-08-01,94110,California,2019-08-01
2865,San Francisco,0,23.92,4,West,kariox,Home Office,phone,First Class,780,11.7208,2019-08-01,94110,California,2019-08-01
2866,San Francisco,0,4.28,1,West,kariox,Home Office,phone,First Class,781,1.926,2019-08-01,94110,California,2019-08-01
2867,San Francisco,0.15,586.398,6,West,qexty,Corporate,pants,Standard Class,4634,34.494,2019-08-01,94122,California,2019-08-01
2868,San Francisco,0,80.98,1,West,kariox,Corporate,laptop,Standard Class,4635,3.2392,2019-08-01,94122,California,2019-08-01
2869,Springfield,0.7,12.828,2,East,kariox,Corporate,headset,Standard Class,7008,-8.9796,2019-08-01,45503,Ohio,2019-08-01
2870,Springfield,0.3,598.458,3,East,qexty,Corporate,tshirts,Standard Class,7009,-42.747,2019-08-01,45503,Ohio,2019-08-01
2871,Springfield,0.2,25.984,1,East,qexty,Corporate,shorts,Standard Class,7010,-3.8976,2019-08-01,45503,Ohio,2019-08-01
2872,Florence,0,17.52,3,South,kariox,Corporate,television,Standard Class,8515,8.2344,2019-08-01,41042,Kentucky,2019-08-01
2873,Florence,0,35.76,12,South,kariox,Corporate,television,Standard Class,8516,10.0128,2019-08-01,41042,Kentucky,2019-08-01
2874,Allentown,0.2,21.728,4,East,fynota,Home Office,chocolates,Standard Class,9189,3.8024,2019-08-01,18103,Pennsylvania,2019-08-01
2875,Arlington,0.8,2.724,3,Central,kariox,Consumer,headset,Standard Class,663,-4.2222,2019-08-01,76017,Texas,2019-08-01
2876,San Francisco,0.15,1552.831,7,West,qexty,Corporate,pants,First Class,2354,200.9546,2019-09-01,94122,California,2019-08-01
2877,New York City,0,26,2,East,fynota,Corporate,chocolates,Standard Class,3158,11.7,2019-08-01,10009,New York,2019-08-01
2878,Los Angeles,0,728.82,9,West,kariox,Consumer,laptop,Standard Class,8057,29.1528,2019-09-01,90049,California,2019-08-01
2879,Los Angeles,0.2,41.36,5,West,kariox,Consumer,headset,Standard Class,8058,13.959,2019-09-01,90049,California,2019-08-01
2880,Los Angeles,0.2,43.176,3,West,fynota,Consumer,colddrinks,Standard Class,8059,15.1116,2019-09-01,90049,California,2019-08-01
2881,Los Angeles,0,4.16,2,West,qexty,Consumer,shorts,Standard Class,8060,1.7472,2019-09-01,90049,California,2019-08-01
2882,Dallas,0.2,1099.96,5,Central,fynota,Corporate,colddrinks,Standard Class,9430,82.497,2019-09-01,75081,Texas,2019-08-01
2883,Dallas,0.3,103.481,1,Central,qexty,Corporate,hoodies,Standard Class,9431,-16.2613,2019-09-01,75081,Texas,2019-08-01
2884,Fairfield,0,470.36,11,East,kariox,Corporate,laptop,Standard Class,9693,122.2936,2019-09-01,6824,Connecticut,2019-08-01
2885,Los Angeles,0.15,307.666,2,West,qexty,Consumer,pants,Standard Class,8056,28.9568,2019-09-01,90049,California,2019-08-01
2886,Detroit,0,131.98,2,Central,fynota,Home Office,colddrinks,Standard Class,6471,35.6346,2019-09-01,48234,Michigan,2019-08-01
2887,Los Angeles,0,58.32,9,West,kariox,Consumer,phone,Standard Class,761,27.9936,2019-09-01,90004,California,2019-08-01
2888,Philadelphia,0.2,44.688,7,East,kariox,Consumer,laptop,Standard Class,9219,3.3516,2019-08-01,19120,Pennsylvania,2019-08-01
2889,San Francisco,0.2,137.24,5,West,kariox,Corporate,headset,First Class,2355,46.3185,2019-09-01,94122,California,2019-08-01
2890,San Francisco,0,36.51,1,West,fynota,Corporate,chocolates,First Class,2356,15.6993,2019-09-01,94122,California,2019-08-01
2891,San Francisco,0.2,239.976,3,West,fynota,Corporate,sweets,First Class,2357,80.9919,2019-09-01,94122,California,2019-08-01
2892,Bedford,0.2,20.96,4,Central,kariox,Home Office,phone,Standard Class,6124,6.812,2019-09-01,76021,Texas,2019-08-01
2893,San Diego,0.2,555.96,5,West,fynota,Home Office,colddrinks,Standard Class,9134,41.697,2019-09-01,92037,California,2019-08-01
2894,Detroit,0,114.52,7,Central,fynota,Home Office,chocolates,Standard Class,6472,11.452,2019-09-01,48234,Michigan,2019-08-01
2895,Los Angeles,0,892.35,5,West,kariox,Consumer,laptop,Standard Class,8055,267.705,2019-09-01,90049,California,2019-08-01
2896,Chicago,0.2,2799.96,5,Central,fynota,Corporate,fastfood,Standard Class,3056,874.9875,2019-09-01,60623,Illinois,2019-08-01
2897,Los Angeles,0.2,5.104,1,West,kariox,Home Office,headset,Standard Class,7980,1.6588,2019-08-01,90045,California,2019-08-01
2898,Florence,0,3080,7,South,fynota,Consumer,sweets,Standard Class,4094,1416.8,2019-08-01,41042,Kentucky,2019-08-01
2899,Florence,0,79.96,4,South,fynota,Consumer,chocolates,Standard Class,4095,18.3908,2019-08-01,41042,Kentucky,2019-08-01
2900,Florence,0,587.97,3,South,fynota,Consumer,colddrinks,Standard Class,4096,170.5113,2019-08-01,41042,Kentucky,2019-08-01
2901,New York City,0,14.91,3,East,qexty,Consumer,shorts,Second Class,7615,4.6221,2019-08-01,10035,New York,2019-08-01
2902,Portland,0.2,7.152,3,West,kariox,Consumer,television,First Class,7768,0.7152,2019-08-01,97206,Oregon,2019-08-01
2903,Bowling Green,0.4,26.982,3,East,fynota,Consumer,colddrinks,Second Class,9517,4.0473,2019-08-01,43402,Ohio,2019-08-01
2904,Bowling Green,0.2,6.912,3,East,kariox,Consumer,tablet,Second Class,9518,2.5056,2019-08-01,43402,Ohio,2019-08-01
2905,Bowling Green,0.2,435.504,3,East,kariox,Consumer,laptop,Second Class,9519,48.9942,2019-08-01,43402,Ohio,2019-08-01
2906,Los Angeles,0.2,40.784,1,West,qexty,Home Office,tshirts,Standard Class,2669,4.5882,2019-08-01,90045,California,2019-08-01
2907,Los Angeles,0,105.96,4,West,kariox,Home Office,battery,Standard Class,2670,29.6688,2019-08-01,90045,California,2019-08-01
2908,Houston,0.6,20.104,2,Central,qexty,Consumer,shorts,Same Day,6797,-16.5858,2019-08-01,77041,Texas,2019-08-01
2909,Houston,0.8,3.798,1,Central,kariox,Consumer,headset,Same Day,6798,-6.0768,2019-08-01,77041,Texas,2019-08-01
2910,Houston,0.6,7.88,5,Central,qexty,Consumer,shorts,Same Day,6799,-3.94,2019-08-01,77041,Texas,2019-08-01
2911,Murrieta,0,484.65,3,West,kariox,Consumer,laptop,Standard Class,1005,92.0835,2019-08-01,92563,California,2019-08-01
2912,San Diego,0,32.94,3,West,kariox,Consumer,charger,Standard Class,1293,9.2232,2019-09-01,92105,California,2019-08-01
2913,San Diego,0,114.2,5,West,kariox,Consumer,phone,Standard Class,1294,52.532,2019-09-01,92105,California,2019-08-01
2914,San Diego,0,3.08,1,West,kariox,Consumer,tablet,Standard Class,1295,1.4784,2019-09-01,92105,California,2019-08-01
2915,New York City,0.4,284.364,2,East,qexty,Corporate,hoodies,Standard Class,3157,-75.8304,2019-08-01,10009,New York,2019-08-01
2916,Philadelphia,0.2,10.272,3,East,kariox,Corporate,phone,Standard Class,7977,3.21,2019-08-01,19134,Pennsylvania,2019-08-01
2917,Arlington,0.2,724.08,14,Central,kariox,Consumer,laptop,Standard Class,661,-135.765,2019-08-01,76017,Texas,2019-08-01
2918,Philadelphia,0.2,254.352,3,East,qexty,Corporate,shorts,Standard Class,7975,0,2019-08-01,19134,Pennsylvania,2019-08-01
2919,Kirkwood,0,28.4,4,Central,kariox,Consumer,headset,First Class,5155,13.064,2019-08-01,63122,Missouri,2019-08-01
2920,Kirkwood,0,212.94,3,Central,qexty,Consumer,shorts,First Class,5156,34.0704,2019-08-01,63122,Missouri,2019-08-01
2921,Philadelphia,0.2,106.8,10,East,kariox,Consumer,television,Standard Class,6186,10.68,2019-08-01,19120,Pennsylvania,2019-08-01
2922,Baltimore,0,77.58,9,East,kariox,Corporate,battery,First Class,8090,20.1708,2019-08-01,21215,Maryland,2019-08-01
2923,Springfield,0,494.97,3,South,fynota,Corporate,colddrinks,Second Class,8899,148.491,2019-08-01,22153,Virginia,2019-08-01
2924,Springfield,0,25.06,2,South,kariox,Corporate,tablet,Second Class,8900,11.7782,2019-08-01,22153,Virginia,2019-08-01
2925,San Francisco,0.2,6.608,2,West,kariox,Consumer,headset,Same Day,2931,2.2302,2019-08-01,94109,California,2019-08-01
2926,Bakersfield,0.2,19.152,3,West,kariox,Home Office,headset,Standard Class,5100,6.4638,2019-08-01,93309,California,2019-08-01
2927,San Francisco,0.2,7.28,2,West,kariox,Consumer,headset,Same Day,2932,2.73,2019-08-01,94109,California,2019-08-01
2928,Lawrence,0,39.66,2,East,kariox,Consumer,television,Second Class,6661,11.898,2019-08-01,1841,Massachusetts,2019-08-01
2929,Lawrence,0,113.92,2,East,kariox,Consumer,battery,Second Class,6662,33.0368,2019-08-01,1841,Massachusetts,2019-08-01
2930,Lawrence,0,447.86,7,East,kariox,Consumer,headset,Second Class,6663,210.4942,2019-08-01,1841,Massachusetts,2019-08-01
2931,Utica,0,79.99,1,East,fynota,Consumer,chocolates,Standard Class,9889,28.7964,2019-08-01,13501,New York,2019-08-01
2932,Detroit,0,2.2,1,Central,kariox,Corporate,television,Standard Class,226,0.968,2019-08-01,48227,Michigan,2019-08-01
2933,Detroit,0,622.45,5,Central,qexty,Corporate,hoodies,Standard Class,227,136.939,2019-08-01,48227,Michigan,2019-08-01
2934,Detroit,0,21.98,1,Central,kariox,Corporate,laptop,Standard Class,228,0.2198,2019-08-01,48227,Michigan,2019-08-01
2935,San Francisco,0.2,144.784,1,West,qexty,Consumer,tshirts,Same Day,2933,10.8588,2019-08-01,94109,California,2019-08-01
2936,New York City,0,307.98,2,East,fynota,Consumer,colddrinks,First Class,1580,89.3142,2019-08-01,10024,New York,2019-08-01
2937,Boise,0.2,3.304,1,West,kariox,Corporate,headset,Standard Class,4466,1.1151,2019-08-01,83704,Idaho,2019-08-01
2938,Houston,0.2,56.704,2,Central,kariox,Corporate,phone,Standard Class,9544,19.1376,2019-08-01,77095,Texas,2019-08-01
2939,Philadelphia,0.7,3.762,3,East,kariox,Corporate,headset,Standard Class,7976,-2.7588,2019-08-01,19134,Pennsylvania,2019-08-01
2940,Los Angeles,0,6.72,4,West,kariox,Home Office,television,Standard Class,1505,3.36,2019-08-01,90004,California,2019-08-01
2941,Los Angeles,0.2,1004.976,6,West,qexty,Home Office,hoodies,Standard Class,1506,-175.8708,2019-08-01,90004,California,2019-08-01
2942,Seattle,0.2,558.4,2,West,fynota,Consumer,sweets,Standard Class,4645,41.88,2019-08-01,98105,Washington,2019-08-01
2943,Providence,0,128.85,3,East,fynota,Home Office,colddrinks,Second Class,4967,3.8655,2019-08-01,2908,Rhode Island,2019-08-01
2944,Providence,0,8.4,2,East,kariox,Home Office,phone,Second Class,4968,4.116,2019-08-01,2908,Rhode Island,2019-08-01
2945,Providence,0,199.98,2,East,fynota,Home Office,chocolates,Second Class,4969,83.9916,2019-08-01,2908,Rhode Island,2019-08-01
2946,Houston,0.32,369.1992,3,Central,qexty,Corporate,pants,Standard Class,9545,-114.0174,2019-08-01,77095,Texas,2019-08-01
